2018-05-17 13:53:04 INFO  TC001_VerifyLoginwithInvalidCredentials:30 - ===============Starting verifyLoginwithInvalidCredentials Test========================
 2018-05-20 14:16:24 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:16:24 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:16:26 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //a[@class='login']]
 2018-05-20 14:16:26 INFO  Homepage:47 - Entered Email address automation2@gmail.com and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='email']]
 2018-05-20 14:16:26 INFO  Homepage:49 - Entered passwrod password2 and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:16:27 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 14:16:27 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:16:27 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:16:29 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //a[@class='login']]
 2018-05-20 14:16:29 INFO  Homepage:47 - Entered Email address automation3@gmail.com and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='email']]
 2018-05-20 14:16:29 INFO  Homepage:49 - Entered passwrod password3 and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:16:30 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 14:16:30 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:16:30 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:16:32 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //a[@class='login']]
 2018-05-20 14:16:32 INFO  Homepage:47 - Entered Email address automation4@gmail.com and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='email']]
 2018-05-20 14:16:32 INFO  Homepage:49 - Entered passwrod password4 and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:16:33 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-20 14:16:33 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:16:33 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-20 14:16:37 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //a[@class='login']]
 2018-05-20 14:16:37 INFO  Homepage:47 - Entered Email address abdulrauff150@gmail.com and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='email']]
 2018-05-20 14:16:37 INFO  Homepage:49 - Entered passwrod zaq12wsx and object is [[FirefoxDriver: firefox on XP (7c5e9a10-33af-4b1a-b432-53f8c9cd4c7f)] -> xpath: //*[@id='passwd']]
 2018-05-20 14:17:39 INFO  Homepage:51 - Clicked on Submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //*[@id='SubmitLogin']'
 2018-05-20 14:17:39 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:26:52 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:26:55 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //a[@class='login']]
 2018-05-21 11:26:55 INFO  Homepage:47 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='email']]
 2018-05-21 11:26:55 INFO  Homepage:49 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='passwd']]
 2018-05-21 11:26:57 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 11:26:57 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:26:57 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:26:59 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //a[@class='login']]
 2018-05-21 11:26:59 INFO  Homepage:47 - Entered Email address automation2@gmail.com and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='email']]
 2018-05-21 11:26:59 INFO  Homepage:49 - Entered passwrod password2 and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='passwd']]
 2018-05-21 11:27:00 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 11:27:00 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:27:00 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:27:02 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //a[@class='login']]
 2018-05-21 11:27:03 INFO  Homepage:47 - Entered Email address automation3@gmail.com and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='email']]
 2018-05-21 11:27:03 INFO  Homepage:49 - Entered passwrod password3 and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='passwd']]
 2018-05-21 11:27:04 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 11:27:04 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:27:04 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:27:06 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //a[@class='login']]
 2018-05-21 11:27:06 INFO  Homepage:47 - Entered Email address automation4@gmail.com and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='email']]
 2018-05-21 11:27:06 INFO  Homepage:49 - Entered passwrod password4 and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='passwd']]
 2018-05-21 11:27:08 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 11:27:08 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:27:08 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:27:10 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //a[@class='login']]
 2018-05-21 11:27:10 INFO  Homepage:47 - Entered Email address abdulrauff150@gmail.com and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='email']]
 2018-05-21 11:27:10 INFO  Homepage:49 - Entered passwrod zaq12wsx and object is [[FirefoxDriver: firefox on XP (46f23ba5-01ee-4117-aefa-779ac8a5b8ba)] -> xpath: //*[@id='passwd']]
 2018-05-21 11:28:12 INFO  Homepage:51 - Clicked on Submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //*[@id='SubmitLogin']'
 2018-05-21 11:28:12 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:51:56 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 11:51:59 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (683f4999-db51-42a1-9145-5a07bab0c529)] -> xpath: //a[@class='login']]
 2018-05-21 11:51:59 INFO  Homepage:47 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (683f4999-db51-42a1-9145-5a07bab0c529)] -> xpath: //*[@id='email']]
 2018-05-21 11:51:59 INFO  Homepage:49 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (683f4999-db51-42a1-9145-5a07bab0c529)] -> xpath: //*[@id='passwd']]
 2018-05-21 11:52:01 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (683f4999-db51-42a1-9145-5a07bab0c529)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 12:10:55 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:10:57 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (a3a3ab4f-e48c-4f27-bdde-5da7c418f26d)] -> xpath: //a[@class='login']]
 2018-05-21 12:10:57 INFO  Homepage:47 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (a3a3ab4f-e48c-4f27-bdde-5da7c418f26d)] -> xpath: //*[@id='email']]
 2018-05-21 12:10:58 INFO  Homepage:49 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (a3a3ab4f-e48c-4f27-bdde-5da7c418f26d)] -> xpath: //*[@id='passwd']]
 2018-05-21 12:10:59 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (a3a3ab4f-e48c-4f27-bdde-5da7c418f26d)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 12:31:39 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:31:42 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //a[@class='login']]
 2018-05-21 12:31:42 INFO  Homepage:47 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='email']]
 2018-05-21 12:31:42 INFO  Homepage:49 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='passwd']]
 2018-05-21 12:31:46 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 12:32:46 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:32:46 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:32:48 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //a[@class='login']]
 2018-05-21 12:32:48 INFO  Homepage:47 - Entered Email address automation2@gmail.com and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='email']]
 2018-05-21 12:32:48 INFO  Homepage:49 - Entered passwrod password2 and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='passwd']]
 2018-05-21 12:32:50 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 12:33:50 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:33:50 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:33:53 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //a[@class='login']]
 2018-05-21 12:33:53 INFO  Homepage:47 - Entered Email address automation3@gmail.com and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='email']]
 2018-05-21 12:33:53 INFO  Homepage:49 - Entered passwrod password3 and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='passwd']]
 2018-05-21 12:33:55 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 12:34:55 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:34:55 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:34:57 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //a[@class='login']]
 2018-05-21 12:34:58 INFO  Homepage:47 - Entered Email address automation4@gmail.com and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='email']]
 2018-05-21 12:34:58 INFO  Homepage:49 - Entered passwrod password4 and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='passwd']]
 2018-05-21 12:34:59 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 12:35:59 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:35:59 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 12:36:01 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //a[@class='login']]
 2018-05-21 12:36:02 INFO  Homepage:47 - Entered Email address abdulrauff150@gmail.com and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='email']]
 2018-05-21 12:36:02 INFO  Homepage:49 - Entered passwrod zaq12wsx and object is [[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@id='passwd']]
 2018-05-21 12:37:04 INFO  Homepage:51 - Clicked on Submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //*[@id='SubmitLogin']'
 2018-05-21 12:37:04 INFO  Homepage:68 - SignOut button is displayed and the Object is:-[[FirefoxDriver: firefox on XP (be51afd2-0cb5-4b6d-b9d5-c2df99d9f333)] -> xpath: //*[@class='logout']]
 2018-05-21 12:37:06 INFO  TC003_VerifyLoginwithdifferentRecords:49 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:35:33 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:35:36 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //a[@class='login']]
 2018-05-21 18:35:36 INFO  Homepage:47 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='email']]
 2018-05-21 18:35:36 INFO  Homepage:49 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='passwd']]
 2018-05-21 18:35:38 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 18:36:38 INFO  TC003_VerifyLoginwithdifferentRecords:50 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:36:38 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:36:40 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //a[@class='login']]
 2018-05-21 18:36:41 INFO  Homepage:47 - Entered Email address automation2@gmail.com and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='email']]
 2018-05-21 18:36:41 INFO  Homepage:49 - Entered passwrod password2 and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='passwd']]
 2018-05-21 18:36:42 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 18:37:42 INFO  TC003_VerifyLoginwithdifferentRecords:50 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:37:42 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:37:45 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //a[@class='login']]
 2018-05-21 18:37:45 INFO  Homepage:47 - Entered Email address automation3@gmail.com and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='email']]
 2018-05-21 18:37:45 INFO  Homepage:49 - Entered passwrod password3 and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='passwd']]
 2018-05-21 18:37:46 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 18:38:46 INFO  TC003_VerifyLoginwithdifferentRecords:50 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:38:46 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:38:48 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //a[@class='login']]
 2018-05-21 18:38:48 INFO  Homepage:47 - Entered Email address automation4@gmail.com and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='email']]
 2018-05-21 18:38:48 INFO  Homepage:49 - Entered passwrod password4 and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='passwd']]
 2018-05-21 18:38:50 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 18:39:50 INFO  TC003_VerifyLoginwithdifferentRecords:50 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:39:50 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 18:39:52 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //a[@class='login']]
 2018-05-21 18:39:52 INFO  Homepage:47 - Entered Email address abdulrauff150@gmail.com and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='email']]
 2018-05-21 18:39:52 INFO  Homepage:49 - Entered passwrod zaq12wsx and object is [[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@id='passwd']]
 2018-05-21 18:40:54 INFO  Homepage:51 - Clicked on Submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //*[@id='SubmitLogin']'
 2018-05-21 18:40:54 INFO  Homepage:68 - SignOut button is displayed and the Object is:-[[FirefoxDriver: firefox on XP (bfa00a5f-6f27-497a-a8df-766e0f00a796)] -> xpath: //*[@class='logout']]
 2018-05-21 18:40:57 INFO  TC003_VerifyLoginwithdifferentRecords:50 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 19:05:37 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 19:05:42 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (79dc60a8-1e8a-4e01-8603-02c7286fecf4)] -> xpath: //a[@class='login']]
 2018-05-21 19:05:42 INFO  Homepage:47 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (79dc60a8-1e8a-4e01-8603-02c7286fecf4)] -> xpath: //*[@id='email']]
 2018-05-21 19:05:42 INFO  Homepage:49 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (79dc60a8-1e8a-4e01-8603-02c7286fecf4)] -> xpath: //*[@id='passwd']]
 2018-05-21 19:05:44 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (79dc60a8-1e8a-4e01-8603-02c7286fecf4)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-21 19:06:44 INFO  TC003_VerifyLoginwithdifferentRecords:50 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-21 19:06:44 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-21 19:06:47 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (79dc60a8-1e8a-4e01-8603-02c7286fecf4)] -> xpath: //a[@class='login']]
 2018-05-21 19:06:47 INFO  Homepage:47 - Entered Email address abdulrauff150@gmail.com and object is [[FirefoxDriver: firefox on XP (79dc60a8-1e8a-4e01-8603-02c7286fecf4)] -> xpath: //*[@id='email']]
 2018-05-21 19:06:47 INFO  Homepage:49 - Entered passwrod zaq12wsx and object is [[FirefoxDriver: firefox on XP (79dc60a8-1e8a-4e01-8603-02c7286fecf4)] -> xpath: //*[@id='passwd']]
 2018-05-21 19:07:50 INFO  Homepage:51 - Clicked on Submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //*[@id='SubmitLogin']'
 2018-05-21 19:07:50 INFO  Homepage:68 - SignOut button is displayed and the Object is:-[[FirefoxDriver: firefox on XP (79dc60a8-1e8a-4e01-8603-02c7286fecf4)] -> xpath: //*[@class='logout']]
 2018-05-21 19:07:52 INFO  TC003_VerifyLoginwithdifferentRecords:50 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-22 11:33:45 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 11:33:48 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (69ca2e09-9b75-418f-840d-7d68dd876c72)] -> xpath: //a[@class='login']]
 2018-05-22 11:33:48 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-22 11:41:56 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 11:41:58 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (6f877b50-ee15-4e87-bd7d-ab8e72f6933a)] -> xpath: //a[@class='login']]
 2018-05-22 11:41:59 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-22 11:44:12 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 11:44:15 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (be14945f-f04a-40d8-b316-dbfe4d778a6f)] -> xpath: //a[@class='login']]
 2018-05-22 11:44:16 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-22 11:46:26 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 11:46:29 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (4470c3cf-ddb5-40fb-8816-28d09afb897a)] -> xpath: //a[@class='login']]
 2018-05-22 11:46:29 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-22 11:47:43 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
